id,sessionID,timestamp,gyro_x,gyro_y,gyro_z
1,,2025-01-18T18:14:27.785052,434.8238736729885,84.98888902908755,91.81067574267308
2,,2025-01-18T18:14:27.788976,-407.0869199916729,-464.0425241464652,57.64004340351414
3,,2025-01-18T18:14:27.792078,-327.9643809310728,354.5670909975414,395.2102213169952
4,,2025-01-18T18:14:27.795473,-172.7867970746546,-131.77585009230341,66.79799491694791
5,,2025-01-18T18:14:27.798698,-200.75443761390875,-399.6646858785905,-285.4040083285845
6,,2025-01-18T18:14:27.801753,132.8390106314522,-150.4368320011451,-139.36211394680777
7,,2025-01-18T18:14:27.804976,-173.155675267194,-165.817148133349,-499.69386270420233
8,,2025-01-18T18:14:27.808587,-412.0698379758413,98.16858540538556,-363.2451102625222
9,,2025-01-18T18:14:27.811622,477.6344395370112,63.31001653752844,419.97677865903756
10,,2025-01-18T18:14:27.815339,149.04465569431034,-123.3960097832695,206.1224195392747
11,,2025-01-18T18:14:27.818414,-139.4628588993587,177.9200531012085,481.43432585350854
12,,2025-01-18T18:14:27.821835,-69.58737789465584,-316.3239198067016,460.2650257023902
13,,2025-01-18T18:14:27.825341,228.7490487197365,-188.87451154502156,-5.353494098126021
14,,2025-01-18T18:14:27.828344,-14.348244401298018,211.35440041646507,241.78141532190443
15,,2025-01-18T18:14:27.831526,-455.87426671105857,-416.9446245749999,328.7985018642636
16,,2025-01-18T18:14:27.834836,286.47160640895345,-7.767206132878755,-243.86777317005948
17,,2025-01-18T18:14:27.838261,-176.03531650837135,490.6149362619717,179.8043052710965
18,,2025-01-18T18:14:27.841543,444.4576038924532,-97.44795905392601,409.2609435930824
19,,2025-01-18T18:14:27.844727,-85.03215902820813,231.34801166456793,-175.0954077118322
20,,2025-01-18T18:14:27.848443,-186.94345505567043,-251.09371599074447,412.4286432419199
21,,2025-01-18T18:14:27.851590,-363.24176212582734,-470.60572837944767,478.7346296649972
22,,2025-01-18T18:14:27.854898,361.15932098859446,26.105238602136637,-340.6898171630828
23,,2025-01-18T18:14:27.858008,368.7488033982561,371.8461297737358,-437.9089665272588
24,,2025-01-18T18:14:27.861311,-353.32688508215983,152.4474117160513,423.3502697150295
25,,2025-01-18T18:14:27.864620,41.54770537487968,-318.1302815138256,427.15048211853457
26,,2025-01-18T18:14:27.868124,106.80650384528906,-267.2102609576782,358.4148069450781
27,,2025-01-18T18:14:27.871431,-126.11909956510016,70.56924723561565,69.90670177296806
28,,2025-01-18T18:14:27.874498,-309.4793258301154,-83.17596244218197,55.79044533198521
29,,2025-01-18T18:14:27.877912,9.4373815287654,225.86318654461456,162.3316469300487
30,,2025-01-18T18:14:27.881392,26.32308174508796,-215.90173943224465,80.39186039941922
31,,2025-01-18T18:14:27.884649,-24.921122481802797,-435.01647855481315,103.50878413633586
32,,2025-01-18T18:14:27.887507,305.67629123052666,380.13469321516686,-258.70861991697484
33,,2025-01-18T18:14:27.891135,-113.7641030174691,-411.24035348201215,383.5752072615593
34,,2025-01-18T18:14:27.894384,-209.96732203441218,-392.4358939329586,-199.35037527273238
35,,2025-01-18T18:14:27.897632,304.7972807033865,106.154029195411,-419.14251755596086
36,,2025-01-18T18:14:27.900798,-168.13100101905798,25.63590321447066,-339.1746130320413
37,,2025-01-18T18:14:27.904012,-283.4581040384154,197.02146049401858,155.49479998899835
38,,2025-01-18T18:14:27.907104,39.500871628068126,478.796337728412,-274.1450790213873
39,,2025-01-18T18:14:27.910672,-25.663444909428165,-380.921886173896,-278.42295414934074
40,,2025-01-18T18:14:27.913835,-450.2067380177134,286.65847933374573,477.75847017974866
41,,2025-01-18T18:14:27.916998,86.19812247062214,-489.46192995671356,223.11263137544336
42,,2025-01-18T18:14:27.920257,-138.79433673968566,-359.77478722909905,302.65860106686114
43,,2025-01-18T18:14:27.923414,-446.0189293199179,-480.0972402920326,-269.9419266383887
44,,2025-01-18T18:14:27.926673,464.99856955611835,-265.9500639847897,101.1911493608477
45,,2025-01-18T18:14:27.930160,406.3972688825221,-90.56877433920505,282.57654087065623
46,,2025-01-18T18:14:27.933427,105.4851544095493,-399.47458729426154,476.2501782796289
47,,2025-01-18T18:14:27.936557,-225.39371029553166,265.7442319145223,-87.93096051754515
48,,2025-01-18T18:14:27.939782,40.46529384831911,161.94993887693158,13.809497099232772
49,,2025-01-18T18:14:27.942883,67.09531833233598,188.59653172237302,370.32113515679816
50,,2025-01-18T18:14:27.946158,454.62870291976844,4.840051121603892,-257.0214438961252
51,,2025-01-18T18:14:27.949707,307.59553967341503,-281.1399590838132,49.57861745608648
52,,2025-01-18T18:14:27.952900,216.6842136930012,430.2375324365232,427.06890191191155
53,,2025-01-18T18:14:27.956173,421.576078440674,-9.26915813011999,-6.188694550778507
54,,2025-01-18T18:14:27.959209,218.93285667814098,62.75389304009673,-303.7857926794152
55,,2025-01-18T18:14:27.962433,317.53060469096954,431.94736368353335,285.2287514750316
56,,2025-01-18T18:14:27.965404,-86.00974006541304,-268.7931837073637,-172.10546631621924
57,,2025-01-18T18:14:27.969120,-398.0353241456401,-256.36282543568666,242.74041075421997
58,,2025-01-18T18:14:27.972487,319.1759089923454,247.41439533273126,70.33881719207841
59,,2025-01-18T18:14:27.975732,248.61426432583926,-197.59353814818968,-70.2932169220025
60,,2025-01-18T18:14:27.979007,106.5605135120104,-328.25728377419125,-300.6671195615179
61,,2025-01-18T18:14:27.982049,-302.4653989538001,-98.28789556326558,495.1946953170401
62,,2025-01-18T18:14:27.985531,-192.85461432466997,216.7689449229888,-152.16493481892826
63,,2025-01-18T18:14:27.988921,-12.993325482250839,-277.7797996171054,355.477471254777
64,,2025-01-18T18:14:27.992076,-106.80311880537096,64.83917016861608,-473.7543339427469
65,,2025-01-18T18:14:27.995405,61.52799847834058,137.70912266093092,-12.467352701675338
66,,2025-01-18T18:14:27.998219,426.0994268589799,48.80689271045833,275.45751717190103
67,,2025-01-18T18:14:28.001675,-163.78613092148765,-229.08978624546182,-346.2639230283144
68,,2025-01-18T18:14:28.005010,-93.52742802983028,-243.3202387294192,-298.1960041405205
69,,2025-01-18T18:14:28.008748,-166.32485302408008,346.72308831968917,289.4605222854798
70,,2025-01-18T18:14:28.012075,474.06845416075384,171.6689104151668,352.5358506102783
71,,2025-01-18T18:14:28.015380,-196.38540351835798,271.7401882824664,-451.1774415333768
72,,2025-01-18T18:14:28.018675,156.78943689602977,-376.0662798066462,-497.71829989665326
73,,2025-01-18T18:14:28.021879,-101.91820977673251,-432.0560987528965,-225.02851737832054
74,,2025-01-18T18:14:28.025135,-88.9085802521409,-89.50083964397237,-98.00924460408334
75,,2025-01-18T18:14:28.028289,8.918266238150181,-431.76409513194625,85.64655201328401
76,,2025-01-18T18:14:28.032007,-416.03454266381056,-219.96077249606225,286.690527228273
77,,2025-01-18T18:14:28.035213,232.57302984110845,-9.711624313274456,452.62784101773684
78,,2025-01-18T18:14:28.038521,320.3308339270617,408.42869998494007,347.950597137562
79,,2025-01-18T18:14:28.041984,-78.63889365223184,484.98690902098815,344.37469123816675
80,,2025-01-18T18:14:28.045027,328.7129328516452,-298.33532528963883,323.85852712130406
81,,2025-01-18T18:14:28.048218,16.86811737596952,-17.474918860273533,-463.7753767866109
82,,2025-01-18T18:14:28.051986,-414.04611496758815,215.00637913709613,-173.02906860381637
83,,2025-01-18T18:14:28.055293,377.3639248202178,-348.6342474846484,455.4879520318991
84,,2025-01-18T18:14:28.058631,258.62738138357884,17.43913421790114,-342.37370859242037
85,,2025-01-18T18:14:28.061989,321.72119312860775,425.1513725988998,89.14484825330294
86,,2025-01-18T18:14:28.064993,173.80038259945172,162.46488925600215,57.40192317676076
87,,2025-01-18T18:14:28.068447,-61.8693484018342,248.15512102204355,-302.47463421141407
88,,2025-01-18T18:14:28.072029,-1.587877213623301,-57.86390442640419,3.247701150758985
89,,2025-01-18T18:14:28.075289,-262.68096321620396,-111.97469435951223,-203.63856635353352
90,,2025-01-18T18:14:28.078458,-351.3698357617753,-400.05764476321724,430.893234850235
91,,2025-01-18T18:14:28.081547,-455.6904233822827,298.984600591735,-389.5287330491819
92,,2025-01-18T18:14:28.084935,-342.2596425845723,478.9586269602229,477.43314478886373
93,,2025-01-18T18:14:28.088133,422.34532288688615,-51.82396230646168,245.74323694566613
94,,2025-01-18T18:14:28.091391,-426.5897940880177,4.741794189412985,349.3944138734221
