id,sessionID,timestamp,latitude,longitude,altitude,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,dac_1,dac_2,dac_3,dac_4
1,,2025-01-18T18:30:29.252148,1.65,19.81,259.63232344564824,-7.0446399862930065,-8.703577823386713,9.94193524223584,102.30573652207204,-385.2350863485492,-234.6108626850816,0.41717672240592973,1.716401429604505,0.7196855539985669,1.4693246509030666
2,,2025-01-18T18:30:29.255756,7.22,89.4,566.6264928349365,1.6138271078564532,-9.00565491387204,1.1668786387318786,354.97933723397955,-278.75211190241976,-301.03298583650695,4.342528180945429,0.8099357755420078,4.470980853644483,1.4970982926765664
3,,2025-01-18T18:30:29.259079,145.72,-170.31,304.45588083429556,0.38131182118264384,-0.5412184616109688,-0.5755857237201827,-382.94932722222234,223.21281348661205,-315.4217977789605,3.661504226448381,4.086437214615815,0.7788473986293049,1.326917119095864
4,,2025-01-18T18:30:29.262328,-26.48,-30.64,114.85042694877812,2.18469054630145,-5.112969261618754,-0.2628632802909099,359.0605040411331,170.1553522395667,-256.6326396596414,0.28772621330306336,3.406485556516612,0.1393593858549097,3.139633407071111
5,,2025-01-18T18:30:29.265383,-90.77,-106.88,936.8542996840504,4.997805691425157,-8.498334766884385,6.040919325835404,-249.4852738090082,356.34001690656055,-338.71525997431354,4.333285717191258,4.429100002422486,0.8929015061659551,2.241634732540513
6,,2025-01-18T18:30:29.268863,-71.15,-134.47,539.7065561715526,-4.112123549527955,-0.6612652767678622,-6.948109044869042,79.56219191903301,-365.3302236737337,-478.5734888105082,1.1163128993677585,2.5801849082036945,1.7561108502977012,2.3454603582616755
7,,2025-01-18T18:30:29.272100,-28.58,53.72,920.777549826485,4.170498893128482,4.0617687135648595,9.82892225629162,-394.8963056365411,-52.60571315064777,-317.59825804703667,4.321701475813928,2.2697375662694483,1.182332414218426,3.4859387197310014
8,,2025-01-18T18:30:29.275269,-115.58,-144.99,382.86200278602644,-1.381591575045924,8.851519458544722,7.653915737036311,-328.3761811443354,281.7797415635488,-75.72466026385428,1.5848904349169346,3.9175382153976983,4.24404248959689,4.392846493915591
9,,2025-01-18T18:30:29.278559,145.41,-38.93,583.5210249848612,9.405655990914617,6.375237467906558,8.861689642539677,268.0575120452146,494.52999256516,3.2273134735596614,2.7147288371414415,3.3879641133628557,3.008789078054293,2.8993577433393742
10,,2025-01-18T18:30:29.281794,124.51,75.07,790.2226177979463,-8.803452808946183,-4.170747166298154,-8.46684648777962,391.51942398051074,-244.80911743049606,-486.33546953881955,4.6783244992372754,4.851007030079355,2.8245510801753912,3.7647786291063827
11,,2025-01-18T18:30:29.285034,68.05,-22.7,730.5283185619214,2.2889541867757828,5.825968957521022,8.059865511364855,-400.13559594369895,317.3496266281817,344.7785900879064,4.225560016474919,1.5141752210731185,4.770235535355194,1.4219852106049813
12,,2025-01-18T18:30:29.288233,178.87,75.76,272.82627222927766,-5.664995054604354,1.7823695228837195,-3.072852006790896,-68.32983423219719,81.10740003938542,-195.9321668764116,2.6825471073640115,2.166635157123498,0.41812728607585614,2.2345792372863937
13,,2025-01-18T18:30:29.291747,136.59,-160.55,929.6628112803373,1.6371054302375256,-4.592391719312876,-0.166075539959472,50.95011085735996,-105.13342492090783,425.90406877549685,0.39553762846301743,4.997928391364978,2.3972156467894647,4.948231057233716
14,,2025-01-18T18:30:29.294936,97.42,-104.64,733.8477383666433,7.678969449192369,9.204966652352795,9.821619133457652,110.76032266760978,-140.69174361406846,499.6414397840658,3.197846769086748,4.2999831764106435,0.9621840441753832,1.522457235507555
15,,2025-01-18T18:30:29.298209,-140.36,136.16,273.6058386615289,2.831118046110321,-2.6290291821089333,0.3863496331437499,-207.70249436528866,451.0222797885708,214.26530652597364,0.6283448790258356,3.1097130409269975,4.664720100967132,2.378173126226471
16,,2025-01-18T18:30:29.301276,-134.07,105.58,180.2856775705426,-5.838445570218376,6.194968908069736,1.1114142387398402,-266.84737730227766,289.02235752229797,13.757923436592137,1.7770854743847941,2.4268097419685923,3.5424476200672217,0.22995621113021836
17,,2025-01-18T18:30:29.304453,36.32,42.96,795.8531096187653,-3.723123973595075,-5.969794001523696,5.814853311860242,59.09138412028926,389.25676573775104,-441.02205589664624,4.759715228805285,0.6607915596239949,2.5760056475493345,1.254010668035897
18,,2025-01-18T18:30:29.308212,175.33,116.15,248.9426356826472,-7.073252767407457,-8.900195677230238,-1.72824923717776,89.61652966757367,-62.42988339304367,-216.13070883165773,1.4959642471453327,4.635998097686095,1.4795223587211863,2.350462960381174
19,,2025-01-18T18:30:29.311269,-168.34,-150.39,285.55020333320937,0.5870796288835489,-8.095607338262713,-0.34561168760058614,-129.39576835478215,-157.3102431575444,-63.474118657394285,2.0800020696300736,2.7528477442081507,0.3375757449736372,0.1724526974603391
