id,sessionID,timestamp,latitude,longitude,altitude
1,,2025-01-18T18:14:27.116381,45.11,-122.98,107.71626300979251
2,,2025-01-18T18:14:27.120049,46.1,-123.31,98.10927907439155
3,,2025-01-18T18:14:27.123100,44.7,-122.86,94.6039751349427
4,,2025-01-18T18:14:27.126307,45.93,-123.42,97.57302453565015
5,,2025-01-18T18:14:27.129390,45.6,-122.42,105.35480780082841
6,,2025-01-18T18:14:27.133008,44.59,-122.46,96.04950743834176
7,,2025-01-18T18:14:27.135961,45.07,-123.39,99.38765158813626
8,,2025-01-18T18:14:27.139051,46.14,-122.34,99.2750292036003
9,,2025-01-18T18:14:27.142335,46.34,-122.04,100.01092247193436
10,,2025-01-18T18:14:27.145440,46.03,-123.04,107.09951278310403
11,,2025-01-18T18:14:27.148538,46.11,-122.76,96.19294432665976
12,,2025-01-18T18:14:27.152015,46.3,-122.48,108.65333658312741
13,,2025-01-18T18:14:27.155529,45.51,-122.86,109.8690650170943
14,,2025-01-18T18:14:27.158593,45.0,-123.26,99.57983170648332
15,,2025-01-18T18:14:27.161759,45.51,-122.65,104.44450177335173
16,,2025-01-18T18:14:27.164896,45.79,-122.55,90.41224687117563
17,,2025-01-18T18:14:27.168198,46.29,-122.27,91.36900358213666
18,,2025-01-18T18:14:27.171285,44.99,-122.53,99.00437064358655
19,,2025-01-18T18:14:27.174387,45.34,-123.66,102.89397912159932
20,,2025-01-18T18:14:27.177513,45.24,-122.81,90.40656480409831
21,,2025-01-18T18:14:27.180987,46.37,-121.98,93.7748297893477
22,,2025-01-18T18:14:27.184288,46.23,-122.28,96.92492628188413
23,,2025-01-18T18:14:27.187355,46.29,-123.46,95.91044694925279
24,,2025-01-18T18:14:27.190569,44.66,-121.95,96.91809964253612
25,,2025-01-18T18:14:27.193515,45.15,-123.52,95.61044291543999
26,,2025-01-18T18:14:27.196790,45.16,-123.23,101.89234410659945
27,,2025-01-18T18:14:27.200296,45.23,-123.42,97.62394917178693
28,,2025-01-18T18:14:27.203324,44.71,-122.18,95.4892784623723
29,,2025-01-18T18:14:27.206792,45.58,-123.66,108.79959520915337
30,,2025-01-18T18:14:27.209890,45.03,-122.27,90.98966607759785
31,,2025-01-18T18:14:27.213106,45.55,-123.19,96.72257466370544
32,,2025-01-18T18:14:27.216329,44.5,-122.02,99.4810025677684
33,,2025-01-18T18:14:27.219511,45.1,-122.36,98.5514545434348
34,,2025-01-18T18:14:27.222946,46.19,-122.31,99.09299458454073
35,,2025-01-18T18:14:27.226055,45.88,-122.88,94.09039326398144
36,,2025-01-18T18:14:27.229389,44.92,-122.06,100.80443097595989
37,,2025-01-18T18:14:27.232395,45.2,-122.55,99.73821327342029
38,,2025-01-18T18:14:27.235906,45.01,-122.83,105.95856649734421
39,,2025-01-18T18:14:27.239095,44.64,-122.05,95.30949993017562
40,,2025-01-18T18:14:27.242297,44.82,-123.67,103.69174964828395
41,,2025-01-18T18:14:27.245434,45.05,-123.42,93.17044480601929
42,,2025-01-18T18:14:27.248707,44.58,-122.7,98.97312291807785
43,,2025-01-18T18:14:27.251996,44.94,-122.58,101.77429787461203
44,,2025-01-18T18:14:27.255466,45.22,-122.92,99.21851903927103
45,,2025-01-18T18:14:27.258667,45.43,-123.45,91.77066405470725
46,,2025-01-18T18:14:27.261781,45.3,-123.16,108.57616750902014
47,,2025-01-18T18:14:27.264836,46.19,-122.28,97.35835303468446
48,,2025-01-18T18:14:27.268421,45.19,-122.37,90.11823932299633
49,,2025-01-18T18:14:27.271790,44.58,-121.74,95.69258916061175
50,,2025-01-18T18:14:27.275025,46.21,-123.11,102.84733293158995
51,,2025-01-18T18:14:27.278169,46.26,-122.07,97.00142630768411
52,,2025-01-18T18:14:27.281409,45.14,-123.24,108.60010876251884
53,,2025-01-18T18:14:27.284547,45.02,-121.78,102.99484963964106
54,,2025-01-18T18:14:27.287663,44.62,-122.46,109.41738745240755
55,,2025-01-18T18:14:27.290904,45.39,-123.29,105.94205017402355
56,,2025-01-18T18:14:27.294457,44.47,-123.22,104.88210858199312
57,,2025-01-18T18:14:27.297534,46.33,-122.79,94.24908015125442
58,,2025-01-18T18:14:27.300754,45.27,-123.19,90.81138597816431
59,,2025-01-18T18:14:27.303905,45.64,-123.6,99.19594891374561
60,,2025-01-18T18:14:27.307142,44.86,-122.2,106.43993035159164
61,,2025-01-18T18:14:27.310403,44.77,-123.62,95.34412768930724
62,,2025-01-18T18:14:27.313512,44.84,-123.64,109.76401968633009
63,,2025-01-18T18:14:27.316982,44.73,-122.66,103.56566074037218
64,,2025-01-18T18:14:27.320150,45.33,-123.49,98.65061921000827
65,,2025-01-18T18:14:27.323361,45.33,-122.89,108.36850835496186
66,,2025-01-18T18:14:27.326492,44.85,-123.01,99.93882608428942
67,,2025-01-18T18:14:27.329703,44.74,-122.92,105.0290564237659
68,,2025-01-18T18:14:27.333074,45.97,-122.5,103.73459512602928
69,,2025-01-18T18:14:27.336338,45.28,-122.11,96.243366749432
70,,2025-01-18T18:14:27.340039,45.47,-121.92,104.16061351068267
71,,2025-01-18T18:14:27.342926,45.53,-123.25,95.64578455774137
72,,2025-01-18T18:14:27.346452,45.47,-122.34,95.46963595509274
73,,2025-01-18T18:14:27.349737,46.38,-123.03,91.96261072942222
74,,2025-01-18T18:14:27.352833,44.52,-121.83,96.17553160959847
75,,2025-01-18T18:14:27.356100,45.34,-122.18,90.85631912100371
76,,2025-01-18T18:14:27.359603,46.01,-122.69,108.76987891680557
77,,2025-01-18T18:14:27.363106,45.75,-123.25,108.15091158793298
78,,2025-01-18T18:14:27.366399,44.7,-122.99,96.70599655602201
79,,2025-01-18T18:14:27.369486,46.22,-122.29,108.44108170819725
80,,2025-01-18T18:14:27.372751,44.97,-123.58,102.62562314290133
81,,2025-01-18T18:14:27.375968,45.09,-123.0,109.00296958268211
82,,2025-01-18T18:14:27.379241,46.36,-123.34,101.88075204776587
83,,2025-01-18T18:14:27.382745,44.77,-122.88,91.55575112975397
84,,2025-01-18T18:14:27.386091,46.15,-122.77,104.86450594350256
85,,2025-01-18T18:14:27.389427,46.42,-123.27,109.68000430623749
86,,2025-01-18T18:14:27.392638,45.22,-121.74,94.4427362532914
87,,2025-01-18T18:14:27.395725,44.52,-122.45,106.37810901501493
88,,2025-01-18T18:14:27.398873,44.55,-122.85,107.76908653353036
89,,2025-01-18T18:14:27.402275,45.02,-123.62,102.79955996110166
90,,2025-01-18T18:14:27.405682,44.54,-123.42,98.5025340995589
91,,2025-01-18T18:14:27.408928,45.12,-123.28,99.85805890400182
92,,2025-01-18T18:14:27.412266,45.28,-122.63,105.36585678265516
93,,2025-01-18T18:14:27.415393,45.64,-123.3,109.18133073035091
94,,2025-01-18T18:14:27.418812,45.24,-122.67,109.73332413785795
95,,2025-01-18T18:14:27.422139,46.22,-122.78,100.61801456323995
96,,2025-01-18T18:14:27.425288,44.65,-122.72,97.43079288296931
97,,2025-01-18T18:14:27.428774,44.49,-121.97,105.21903335337458
98,,2025-01-18T18:14:27.432103,45.32,-121.92,109.2160567019065
99,,2025-01-18T18:14:27.435194,46.27,-122.11,99.9472908055853
100,,2025-01-18T18:14:27.438191,45.27,-122.12,95.12487032939603
