id,sessionID,timestamp,dac_1,dac_2,dac_3,dac_4
1,,2025-01-18T18:14:28.126636,4.981669798729882,3.15675498479218,0.7493013334019083,0.18652129192707367
2,,2025-01-18T18:14:28.129639,1.9371914106572814,0.2775156122531486,3.4025315407252386,0.37263722298093993
3,,2025-01-18T18:14:28.133142,0.5672193176289769,2.1364047090227563,1.7364208411770639,3.370485196082357
4,,2025-01-18T18:14:28.136145,2.533318623920845,0.30761672849501875,3.5405131051456755,2.9840479487583913
5,,2025-01-18T18:14:28.139648,0.5426228543544159,2.3479806319484804,1.4370474125456378,4.06118804109684
6,,2025-01-18T18:14:28.142650,4.33069870178775,0.45133738198618156,3.9980032919504715,0.32336756157063884
7,,2025-01-18T18:14:28.146153,4.7416904041998045,2.2205962752681914,4.70326062801572,2.7281021201139177
8,,2025-01-18T18:14:28.149156,3.1858980900934464,4.504557502863964,4.908928170294651,4.0094326532692275
9,,2025-01-18T18:14:28.152659,4.483806034942165,1.5916368088455368,0.6123729247897064,1.205369545039134
10,,2025-01-18T18:14:28.155724,2.534331926538023,3.833538199802473,4.124786016290457,0.7532527959525337
11,,2025-01-18T18:14:28.159049,2.936807024180675,2.7415299763497423,0.44401845021205255,3.9018081360189196
12,,2025-01-18T18:14:28.162442,0.22138305032245842,0.5685955250497127,3.5041993526689086,3.4004648102347272
13,,2025-01-18T18:14:28.165439,2.6962686359885515,2.26274422969815,2.854718930270674,0.8750400912665818
14,,2025-01-18T18:14:28.168646,1.167703110947254,4.4247897641597635,1.0488249697378778,3.0304682310159743
15,,2025-01-18T18:14:28.172013,0.8325039863754757,1.338824064787052,3.844227416336876,1.2036746021821525
16,,2025-01-18T18:14:28.175016,4.200273873856303,3.3892845325353322,1.0286445111125615,3.2010446191930124
17,,2025-01-18T18:14:28.178018,4.886758547318354,2.5344922239906165,3.7109806703118764,3.301044430300946
18,,2025-01-18T18:14:28.181602,1.902386507730972,3.6171286612233233,2.38127491531335,2.9924348335891358
19,,2025-01-18T18:14:28.184605,0.7621535257758882,4.079730303341088,4.301871854105388,4.159642123395758
20,,2025-01-18T18:14:28.188108,1.4237975246511214,4.4510921293747066,0.42214552966637564,4.634046919439404
21,,2025-01-18T18:14:28.191010,4.072652727387674,1.7124160940930344,4.729194983691886,3.3012636563426856
22,,2025-01-18T18:14:28.194391,4.861798437369841,3.1599803057887383,0.09697867304525154,1.1000883837378321
23,,2025-01-18T18:14:28.197349,1.262881502135056,4.810249322201452,3.5228617911244737,2.0728750694067255
24,,2025-01-18T18:14:28.201068,3.2736029541161518,1.6555365163918951,0.5503090331013083,0.411088903259873
25,,2025-01-18T18:14:28.204207,2.278206540179169,3.908397270876197,1.9399919265406473,2.727106212127595
26,,2025-01-18T18:14:28.207436,3.133294547658578,0.19348048194699985,0.35529098031654105,3.9221967384360497
